bangla word,translitered bangla word
চমকপ্রদই,chamakpradi
স্কোয়াডে,scoade
বাঁহাতি,banhati
স্পিনার,spinnar
অ্যাশটন,ashaton
অ্যাগারের,agarer
ক্যাপ,cap
লেম্যান,lemyan
ক্লার্কের,clarker
স্পিনে,spina
পিটারসেনের,pitersener
চিরন্তন,chirantan
ডানহাতি,danhati
ব্যাটসম্যানদের,batsmander
ছড়াছড়ির,chharasdi
অন্তর্ভুক্তি,antarbhukti
নাথান,nathan
লায়ন,layan
অ্যাগার,agar
প্রয়োজনই,prayojnai
টসে,tose
হেরেও,hereo
ব্যাটিং,bating
নিতাম,nitam
বোলিংটাও,ballintao
পেসাররা,pesarra
দারুণভাবেই,darunbhavei
অধিনায়ককে,adhinayakke
ব্রেক,brake
থ্রুটা,thruta
৭৬৬,766
অ্যালিস্টার,alister
কুককে,cukke
ওপেনিংয়ে,openiny
নামা,namaa
রুটকে,rutk
গড়েছিলেন,garachilen
জোনাথন,jonathan
ট্রট,trot
এলোমেলো,alomelo
ওভারে,ovare
ওভারেই,ovare
আউটসুইং,outswing
ইয়র্কারে,iyarkar
ফেরালেন,feralen
লাঞ্চের,lancher
পিটারসেনকে,pitersenke
বেল,bel
বেয়ারস্টোদের,bayerstoder
ব্যাটে,bat
পুনরাবৃত্তিটা,punravrittita
রোনালদোর,ronaldor
নেইমারের,neimerer
হানা,haana
ক্রিস্টিয়ানো,christiano
রোনালদো,ronaldo
লিওনেল,lionel
মেসিরা,mesira
নামছেন,namoden
কনফেডারেশনস,conphedereshnas
কাপজুড়ে,kapjure
ব্রাজিলিয়ান,brazilian
কাতারে,qatar
লিগা,liga
তিনজনই,tinjanai
খেলবেন,khelven
তক্কে,takke
নেইমারকে,neimerk
রিয়াল,riyal
মাদ্রিদও,madrido
বার্সেলোনাই,barcelonai
জার্সি,jersey
গতিপ্রকৃতি,gatiprakruti
শিরোপা,shiropa
ইউরোপিয়ান,european
ফুটবলের,footbaler
লিকলিকে,likalik
টুর্নামেন্টেই,turnamentei
ছেলেখেলা,chelekhela
প্রতিপক্ষদের,pratipakshader
মারাকানা,marakana
মুহূর্তটি,muhoortati
কারিকুরি,karekuri
রাখতেও,rakhte
খেই,khei
ফেলবেন,felven
কুলুপ,kullup
এঁটে,ent
রাজসিকভাবেই,rajsikbhavei
বাধাও,baadhao
লিসিকি,lisiki
উইম্বলডনটা,wimbaldanta
মিশনেই,mishnei
সাবিনা,sabina
রাউন্ডের,rounder
সেরেনা,serena
উইলিয়ামসকে,williamske
স্বপ্নযাত্রা,swapnayatra
কোয়ার্টার,quarter
কাইয়া,kaia
কানেপিকে,kanepike
সেমিফাইনালে,semifinal
মুখেই,mukhei
লিসিকিকে,lisikiqu
র্যাঙ্কিংয়ের,rankingyer
আগ্নিয়েস্কা,agniesca
রাদভানস্কাই,radbhanskai
উইম্বলডনে,wimboladone
উল্টোটাই,ultotai
হলোই,haloi
উত্তেজনাপূর্ণ,uttejnapurna
গেমের,gamer
রাখলেন,rakhlen
রাদভানস্কা,radbhanska
ফেরান,feran
শুরুতেও,shurute
নাটকীয়ভাবে,natkibhave
হাসিটাও,hasitao
হেসেছেন,hessellen
মারিওন,marion
বারতোলি,bartoli
অনায়াসেই,anyasei
বেলজিয়ামের,belgiamer
ফ্লিপকেনসকে,flipkenske
রয়টার্সরিয়ালে,rantarsriale
রাউল,raul
শিহরিত,shihrit
রিয়ালে,riyale
রাউলের,rauler
ফেরাটা,ferata
রিয়ালের,rialer
ফরোয়ার্ডকে,pharowareake
খেলেছেন,kheleven
সান্তিয়াগো,santiago
বার্নাব্যুতে,barnavyute
কাটছিল,katsil
খেলেই,khelei
অবসরে,avasar
মরিনহো,marinho
রাউলকে,raulake
রাখেননি,rakhenni
দলবদলের,dalbadler
শালকের,shalker
চুক্তিটাও,suctitao
লেখান,lekhan
কাতারের,qatarer
সাদে,sade
সাদের,sader
মুহূর্তটা,muhurtata
ওয়েবসাইটেও,website
শান্তিয়াগো,shantiago
মাদ্রিদের,madrider
অধিনায়কের,adhinayker
সিএসকেএ,sieskee
সোফিয়ার,sofere
খোলনলচে,kholnalche
বদমেজাজি,badmejaji
লোকটি,locti
ছিলই,chhili
ছাড়লেন,chharlen
রিস্টো,risto
স্টইচকভ,staichakbh
বুলগেরিয়ান,bulgarian
চারবার,charbar
বুলগেরিয়ার,bulgariar
সফলতম,safalatam
প্রস্তাবটা,prastavata
বাফুফের,bafufer
ফিফার,fifer
বাফুফে,bafufe
এএফসিতে,eeessite
সাফের,safer
সপ্তাহেই,saptahei
থাইল্যান্ডে,thailande
ফিফটি,fifeti
ইন্ডিজের,indiger
ওয়ানডেতে,wandete
মিসবাহ,miswah
জোন্সকে,jonske
রেকর্ডে,recorde
মিসবাহর,misbahar
সেঞ্চুরিহীন,centurihin
কিউই,cui
ব্যাটসম্যান,batsman
জোন্সের,joncer
থর্পের,tharper
২১টি,21ti
চারে,char
হিউজ,hiuj
ফিফটির,fiphati
মুদাসসর,mudassar
মেসিই,mesii
ইয়োহান,yohan
ক্রুইফ,cruif
তুলেছিলেন,tuleqillen
ডাচ,daach
মেসিকে,mesike
দিতেও,diteya
বার্সেলোনার,barcelonar
মহারথী,maharathi
সার্থক,sarthak
অহংবোধের,ahambodher
ক্রুইফসহ,cruitseh
সান্দ্রো,sandro
রোসেল,rosel
তত্ত্বে,tattve
যেটাই,yetai
এইটটিভিকে,eittivique
খামারে,khamar
মোরগ,morg
মেসির,mesi
বার্সাকে,barsak
পেরি,perry
শিরোপার,shiroper
শেষটি,sheshti
ফ্রেড,frade
জীবদ্দশায়,jibddsha
উত্তরসূরির,uttarsuri
বসেও,baseo
পেরিকে,periqu
দীর্ঘশ্বাস,dirghashwas
তাঁরও,tanro
ঘুচল,ghuchal
ফ্রেডের,freder
মারে,mar
অভিনন্দনে,abhinandane
উইম্বলডনজয়ী,wimboldanjayi
মারেকে,marake
পেরির,pery
জেতার,jitar
স্রেফ,sref
ববির,babir
সরঞ্জামের,saranjamer
দেখাশোনা,dekhashona
অ্যারিজোনায়,arizona
৮টি,8ti
কীর্তিও,kirtio
ফাইনালই,finali
বিবিসিকে,vivisik
পূর্বসূরির,poorvasuri
জানবেনই,janbenai
ক্যারিয়ারজুড়ে,cariarjure
ফ্লিপকেনস,flipkens
টেনিস,tennis
ফ্লিপকেনসের,flipkenser
কাফ,kahf
মাসলে,masle
অক্ষমতার,akshamtar
টেনিসের,teniser
বেলজিয়ান,belgian
সেনসেশন,senseshan
ফ্লিপকেনসই,flipkensi
অপরূপ,aparup
মিশেল,mishel
২৬২,262
খেলারই,khelarai
বুঁদ,bund
টুর্নামেন্টে,turnament
নম্বরই,nambarai
এনেছেন,aneven
রূপকথাই,rupakathai
কিভিতোভাকে,kivitovak
রূপকথারই,rupakatharai
ফর্ম,form
ফেলায়,phela
বেলজিয়াম,belgium
মাসলের,masler
চিকিত্সাটা,chikitsata
পারিবারিকভাবে,pariwarikbhave
ফতুর,fatur
প্রাইজমানির,pricemani
স্বপ্নটা,swapnta
উঁকি,unki
বীজটা,bijta
বুনে,bune
শিল্পপতি,shilppati
উইম্বলডনেই,wimboldnei
সার্কিটে,circhit
ট্যুর,tours
সহূদয়,sahudai
ক্লিস্টার্সের,clisterser
ঋণী,runi
উত্সাহ,utsah
অনুপ্রেরণাই,anupreranai
জুুগিয়েছে,jugieng
ঝঞ্ঝা,jhanjha
দেখাটাই,dekhatai
বোধক,bodhak
শেষটা,sheshta
লাইনআপে,linap
লিসিক,lisik
রাদাভানস্কার,radavanskar
লড়াইটি,laditi
লড়াইটিই,laditii
কেন্দ্রতে,centrate
পন্টিংয়ের,pontinyer
ক্যারিয়ারটাও,cariartao
রিকি,ricky
ম্যাচেই,machei
ছুঁলেন,chhulen
ক্রিকেটে,criket
ওভালে,ovale
ইনিংসে,iningse
ব্যাট,bat
ছুঁয়েছেন,chhuellen
পন্টিং,ponting
দিনশেষে,dinsheshe
অপরাজিত,aparajit
নটিংহামশায়ারের,nattinghamshayare
২১২,212
সারেকে,sarake
সাহসও,sahaso
জোগাচ্ছেন,jogachen
হরিনাথের,harinather
জুটিতে,jutite
পন্টিংয়েরও,pontinyero
মেঘনায়,meghna
হরিপুর,haripur
টুর্নামেন্ট,turnament
আরিফের,arifer
কুমিল্লা৯,kumilla9
বারই,barai
জয়াবর্ধনে,jayavardhane
থারাঙ্গার,tharangar
২১৩,213
জুটিসহ,jutisah
কীর্তিটি,kirtity
গড়েছে,gara
উপুল,upul
থারাঙ্গা,tharanga
জুটি২৮৬,juti286
জয়াসুরিয়া,jayasuria
লিডস,lids
২০০৬২৮২,2006282
দিলশান,dilshan
জিম্বাবুয়ে,zimbabu
পাল্লেকেলে,pallecle
২০১১২৭৪,2011274
ম্যাককালাম,makkalam
অ্যাবারডিন,abardin
২০০৮২৫৮,2008258
টেন্ডুলকার,tendulkar
পার্ল,parl
২০০১২৫২,2001252
কলম্বো,colombo
১৯৯৮২৩৭,1998237
আতাপাত্তু,atapattu
২০০৩২৩৫,2003235
গিবস,gibbs
কোচি,kochi
২০০০২৩১,2000231
২০১১২২৮,2011228
হারারে,harare
২০১১২২৫,2011225
চুডাসামা,chudasama
ওটিয়েনো,ottieno
নাইরোবি,nairobi
১৯৯৭২২৪,1997224
জামশেদ,jamshed
২০১২২১৫,2012215
২০১০২১৩,2010213
কিংস্টন,kingston
২০১৩২১২,2013212
মার্শ,marsh
বুন,bun
জয়পুর,jaipur
১৯৮৬২০৬,1986206
গিলক্রিস্ট,gilcrist
ওয়াহ,wyah
ইন্ডিজ,indies
২০০১২০৪,2001204
রমিজ,ramij
১৯৯৩২০৪,1993204
ফ্লেমিং,fleming
বুলাওয়ে,bullaway
২০০৫২০৩,2005203
হ্যামিল্টন,hamilton
২০০৯২০২,2009202
অ্যাডিলেড,adilad
১৯৯০২০২,1990202
ডাম্বুলা,dambula
২০০৯২০১,2009201
গম্ভীর,gambhir
শেবাগ,shebagh
নেপিয়ার,nepiar
২০০৬২০১,2006201
সাঙ্গাকারা,sangakara
করাচি,karachi
২০০৮২০০,2008200
উইলিয়ামস,williams
চন্দরপল,chandarpal
ব্রিজটাউন,brijatown
১৯৯৭২০০,1997200
ট্রেসকোথিক,trescothick
সোলাঙ্কি,solanki
ওভাল,oval
২০০৩প্রথম,2003pratham
নীলসাগর,nilsagar
অ্যাগ্রো,agro
চক্রকে,chakrak
একদিনের,ekadiner
ট্রিপল,tripal
নামলেন,namelen
খেললেন,khellen
সংগ্রহে,sangrahe
৩১১,311
গড়েছেন,garaen
ব্রেনটন,breanton
৫৩টি,53ti
ছক্কা,chhakka
ব্রেনটনের,brentner
ইনিংসটা,ininsata
করনিশ,karnish
লাকেটের,lakater
৫১৩,513
রানও,rano
ক্রিকেটের,cricketer
২১০,210
টাইডফোর্ড,tideford
ব্যাটিংয়ে,batin
নেমেছিলেন,nemesillen
৪৭৩,473
১৪৩,143
কীর্তিতে,kirtite
লাকেট,lacket
ইয়ান,ian
রবার্টসের,robertser
পর্যায়েও,paraye
রবার্টস,roberts
ক্রিকেটীয়,criketian
নৈপুণ্য,naipunya
গোলরক্ষক,golarakshak
ইনিংসটি,ininsati
আদ্রিয়ান,adrian
উইনান,uinan
৪৩৮,438
গড়েছিল,gadesil
টিনটাজেল,tintaffel
৪৯৬,496
পৃষ্ঠপোষকদের,prushthaposhakder
মনোযোগের,manoyoger
খেলাটা,khelata
পারফরম্যান্সে,parpharmance
বন্দনা,bandana
সামলাতে,saamalate
থলে,thale
হন্যে,hanye
সেনসেশনের,senseshner
পৃষ্ঠপোষকেরা,prushmposhkera
ব্যাটের,batter
হেডিংলি,hedingli
ঘামিয়ে,ghamie
আইপিএলে,ipiele
সদ্যই,sadyai
টোয়েন্টির,toenti
ডামাডোলে,damadole
ফ্র্যাঞ্চাইজি,franchiji
এলেও,ale
মনোরথেই,manorathe
সযত্নে,sayatne
এড়ালেও,edale
উচ্ছ্বাসটার,uchchhavaster
খাদহীন,khadahin
ভেদাভেদ,vedaved
উন্মাদনাটাই,unmadnatai
উন্মাদনাটা,unmadnata
হেরাল্ডপথ,heraldpath
স্টেডিয়ামের,stadiamer
ফটক,fatak
ঢুকলেন,dhuklan
চয়ন,chayan
জাহিদরা,jahidra
অনুশীলনরত,anushilanrat
ফুটবলাররা,footbalarra
হকি,haki
মওলানা,maolana
স্টেডিয়াম,stadium
ভাঙালেন,bhanalen
নাভিদ,nabhid
খেলোয়াড়দের,khelwarder
সহ্যক্ষমতার,sahyakshamtar
অ্যাথলেটিকস,athletics
ট্র্যাকে,trake
খেলোয়াড়েরা,khelwadera
ৎসাহ,saah
কিপ,kip
দেখাল,dekhal
ফিবা,fiba
বাস্কেটবল,basketball
এশীয়,eshian
বাছাইপর্বে,bachaiparve
ধানমন্ডিতে,dhanmandite
মালদ্বীপকে,maladwipake
জিতলেই,jitlei
হকিতে,hakite
আপৎকালীন,apkalin
আহাদ,aahad
দলবদল,dalbdal
পরিষদে,parishadev
এনএসসি,rnaessi
হকির,hokir
চাচ্ছি,chachchi
চাইলেই,chilei
অচলাবস্থার,achalavasthar
নির্দেশনার,nirdeshnar
আম্পায়ার্স,ampyars
ওয়েলফেয়ার,welphayar
অ্যাসোসিয়েশনকে,assosieshnke
অ্যাটর্নি,atrny
জেনারেলের,generaler
হাইয়ুল,haiul
বিশ্বস্ত,vishwast
প্রজ্ঞাপনের,pragnapaner
উৎসই,usi
খটা,khata
রহমতউল্লাহ,rahamatullah
নামাতে,namaate
সিলেটেও,silateo
ভেন্যু,venyu
বিসিবি,bisibi
ম্যাচটি,machatti
ম্যাচটিও,machatio
বিসিবির,bisibir
সিলেটকে,silacke
আইসিসির,isicir
ফতুল্লাতেও,fatullate
পেছানোর,pesanora
ক্লাবগুলোর,clabgulor
পেছাতে,pesate
অনীহা,aniha
লিগের,liger
কর্তাব্যক্তিরা,karthavyaktira
ট্যাংকের,tanker
প্রতিনিধিই,pratinidhii
মনজুর,manjur
লটারি,ltary
সেপ্টেম্বরের,septemberer
ক্লাবগুলো,clabgulo
ক্লাবগুলোকে,clabguloke
খেলব,khelab
খেলারও,khelaro
ভবিষ্যৎও,bhavishyao
আবাহনীর,aavahanir
অস্থায়ী,asthayi
নেওয়ারই,newari
ক্যালেন্ডার,calender
ক্রিকেটকেই,cricketke
চেলসিতে,chelsite
এসেই,asei
গাঁটছড়া,gantchada
চুকিয়ে,chukie
চেলসির,chelsir
ইন্টার,inter
চুলে,chule
সুখীই,sukhii
প্রাক,prack
চেলসি,chelsy
কোচদের,kochder
ধরাটা,dharata
সংস্কৃতিটা,sanskrutita
সাফল্যই,safalyai
কুড়িয়েছেন,kurieven
কাপ,cup
এফএ,effe
চেলসিকে,chelsik
জেতাতে,jetate
অতৃপ্তিটাও,atriptitao
ঘোচাতে,ghochate
প্রাণখোলা,prankhola
পর্তুগিজের,portugger
জেতে,jete
পরিতৃপ্ত,paritrupt
মরিনহোর,marinhor
কথাতেই,kathates
আব্রামোভিচের,abramovicher
মতদ্বৈধতার,mathdkaidhtar
জেরেই,jaere
ছেড়েছিলেন,chedesilen
কোচই,kochi
থিতু,thitu
স্ট্যামফোর্ড,stamfford
সমস্যাই,samasyai
খেয়েছেন,kheyeven
থাই,thai
অভিবাদন,abhivadan
টাল,tal
বাউফলে,baufle
পটুয়াখালীর,patuakhali
আর্জেন্টিনা,argentina
একাদশকে,ekadashake
একাদশের,ekadasher
মাইনুল,mainul
গোলই,golai
প্যাট্রিকের,patriker
বরগুনায়,barguna
জসীমউদ্দীন,jasimuddin
ক্লাবকে,clabke
সাব্বির,sabbir
জসীমউদ্দীনের,jasimuddiner
গোলটি,golti
বজলুর,bajlur
কীর্তির,kirti
যুবারা,yuvara
ইস্তাম্বুলে,stambuleh
উরুগুয়েকে,uruguayak
টাইব্রেকারে,tibrakare
গোলরক্ষকের,golarakshaker
কৃতিত্বে,krititve
উরুগুয়ের,uruguayer
শটই,shati
ঠেকিয়েছেন,thekiechen
আলফোন্স,alphons
আরেওলো,areolo
শটেই,shatei
দিমিত্রি,dimitri
ফলকিয়ের,falkier
শটে,shate
ফরাসিরা,parsira
পোগবা,pogava
অর্জনটা,arjanta
উরুগুয়ে,uruguay
দুবারই,dubarai
হারল,haurel
দলটার,dalter
ফাইনালেও,finale
হেরেছিলেন,heresillen
মেক্সিকোর,mexicor
ফ্রান্সই,fransai
উরুগুয়েই,uruguaya
উইঙ্গার,winga
লোপেজই,lopejay
ফিফা,fifa
ময়েস,mayes
যারে,yare
বহিবারে,bahibar
কথাটাই,kathatai
উত্তরসূরি,uttarsuri
অ্যালেক্স,alex
ফার্গুসনের,fergusner
সাফল্যপতাকা,safalyapataka
ফার্গুসন,ferguson
পরিসংখ্যানে,parisankhyane
ফার্গুসনকে,fergusonke
এভারটন,evarton
শোনাচ্ছেন,shonachven
ছাপটাও,chhaptao
জোগাবে,jogave
অ্যালার্জি,allargy
ঘাসে,ghass
লিসিকির,lisikir
কোর্টেই,cortei
সান্তোসের,santoser
ফুটবলারের,footbalarer
ব্রাজিলকে,brazilke
জিতিয়ে,jitie
বার্সেলোনাকে,barcelonake
স্ট্রাইকার,strikar
ব্যালন,balan
ডিঅরের,deorer
দশেই,dashei
ডিঅরই,deorai
তালিকার,taalikar
তিনেও,tineo
বার্সারই,bursaray
ডির,dir
মনোনয়নের,manongner
সান্তোসকে,santoske
সান্তোস,santos
স্বত্বের,swatver
টেইসা,taisa
ডিআইএস,diaies
টাকাটা,takata
অর্থটা,arthta
দিকটা,dikata
গ্লোবো,globo
ডিঅর,dear
পোষায়,posha
কক্সবাজারেই,kacksabajara
সেটার,seter
স্টেডিয়ামকে,stadiamke
সুসংবাদ,susangbad
সৈকতশহর,saikatsahar
গলফ,galf
স্থাপনা,sthapana
বাজেটের,bajater
সাবের,saber
চিন্তাটা,chintata
উদ্যোগও,udyogo
বাস্তবের,vastaver
দেখেনি,dekheni
বিশ্বকাপকে,vishwakapake
আন্তমন্ত্রণালয়,aantamantranalaya
জায়গাতে,jasgate
পিপিপির,pipipir
পার্টনারশিপ,partnership
পিপিপি,pipipp
বিশ্বকাপটা,vishwakapata
ইনফাস্ট্রাকচার,inphastracchar
অস্থায়ীভাবে,asthayibhave
ড্রেসিংরুমও,dressingrumo
ফ্যাব্রিকেটেড,fabrikated
স্টেডিয়ামটা,stadiumta
টোটাল,total
জায়গায়ও,jagayao
সভাপতিও,sabhapatio
অস্থায়ীভাবেই,asthayibhavei
পিচের,picher
বাউন্ডারি,boundari
ড্রেসিংরুম,dressingrum
তত্ত্বাবধানেই,tattwavadhanei
বিমানকে,bimanke
অফিশিয়াল,afitial
যাত্রীসেবা,yatriseva
এয়ারলাইনসকে,airlineske
রোনালদিনহোর,ronaldinhor
রোনালদিনহো,ronaldinho
ঝরিয়ে,jharie
মিনেইরোকে,mineiroke
যথেষ্টই,yatheshti
গোলের,goler
নিওয়েলস,niwels
ওল্ড,old
বয়েজের,bayager
ফিরতি,firati
কোপা,copa
লিবার্তাদোরেসের,livertadoreser
মিনেইরো,minairo
ফাইনালের,finaler
সান্তা,santa
ফেকে,phake
প্রত্যাশায়,pratyasha
প্যারাগুয়ের,paraguayer
উত্তেজনায়,uttejna
ঠাসা,thasa
টাইব্রেকার,tibrakar
হরিজন্তে,harijante
লেগের,leager
নাটকীয়তায়,natkita
ম্যাক্সি,maxi
রদ্রিগেজের,radrigager
পেনাল্টি,penalti
ভিক্টর,victor
চারজনই,charajanai
মিনেইরোর,minairor
ভিক্টরের,victrer
রুখে,rukhe
শুট,shute
আউটের,outer
রদ্রিগেজ,radrigez
বোকা,boka
জুনিয়র্সের,juniorser
আউটে,oute
নেটের,neter
সেদিকেই,sedikei
ঝাঁপিয়েছি,jhanpiechhi
তথ্যটা,tathyata
গোলশূন্য,golshunya
মহানাটকীয়,mahanatki
জিতলেও,jitle
লেগ,lage
ড্র,dr
নেমেছিল,nemesil
তারকারই,tarakari
বার্নার্ডের,barnarder
ফরোয়ার্ড,pharoward
গিলের্মের,gilermer
গজি,gaji
গোলরক্ষককে,golarakshakke
ঢোকে,dhoke
জালে,jale
জিতেই,jitei
উৎসবকে,usvake
রাঙিয়ে,ranie
ইচ্ছেই,icchei
বাস্কেটবলে,basketbale
ইরানে,irane
ম্যাচজয়ী,machjai
দাঁড়াতেই,dandates
এগিয়েছিল,agesil
সাকিবের,sakiber
লিস্টারশায়ারের,listershayare
কাউন্টির,countir
ফ্রেন্ডস,friends
লিস্টারশায়ার,listershayar
জিতেছে,jitech
ডারহামের,derhamer
মিতব্যয়ী,mitvyayi
উইকেটও,wiketo
ক্রিকইনফোপর্নো,crickinphoparno
ফুটবলকে,footbalake
পর্নো,parno
ট্যাবলয়েড,tablaad
মেইলের,meiler
প্লেবয়,plavay
স্বত্ব,swatva
ব্রাজিলীয়,brazilian
এক্সট্রাকে,aixtrake
ব্রাজিলে,brazile
সাময়িকীর,samaiki
মালিকানাস্বত্ব,malikanaswatva
সাময়িকী,samaiki
সাময়িকীটি,samaikiti
ব্রাজিলেই,brazilei
ছাপানোর,chappanor
অবস্থাকেও,avasthakeo
উত্তেজক,uttejak
ভায়াগ্রার,bhiagra
বিজ্ঞাপনে,vigyapane
কনডমের,condmer
পাওয়েল,paoyal
ধেয়ে,dhuay
সুনামি,tsunami
কয়েকেই,kaekei
লন্ডভন্ড,landoond
আসাফা,asafa
মিটার,meter
স্প্রিন্টে,sprint
অ্যাথলেটের,athleter
কলঙ্কের,kalanker
সেকেন্ডের,seconder
দৌড়ানো,daurano
বোল্ট,bolt
সতীর্থ,satirtha
পাওয়েলের,paweler
জ্যামাইকার,jamaicar
রিলে,rele
রুপা,rupa
শেরন,sheron
সিম্পসনও,simpsono
সিম্পসন,simpson
উসাইন,usin
বোল্টের,bolter
জাগানো,jagano
অ্যান্টি,anti
ডোপিং,doping
মিটারে,metere
ফাঁদতে,phandate
ডুবিয়েছে,dubieng
ফর্মে,forme
পারার,para
ঝরেছে,jhareque
টাইমিংয়ের,timinyer
মোনাকোর,monakor
ডায়মন্ড,diamand
দাঁড়াচ্ছি,dandachchi
��নিষিদ্ধ,��nishidh
বার্মি,bermi
আর্মির,armir
শোনেননি,shonennie
ক্রিকেটপ্রেমী,cricketpremi
পাঁড়,pand
গগনবিদারী,gaganabidari
বাদ্যযন্ত্র,badyayantra
বাজিয়ে,bajie
অবিচ্ছেদ্য,avicchedya
ট্রেন্টব্রিজ,trentbrij
ট্রাম্পেট,trampet
বাজাতে,bajaate
ক্রিকেটাররাও,cricketarrao
গ্রায়েম,graem
সোয়ান,soyan
প্রায়রও,praiaroo
টুইট,tuit
কুপারের,kuparer
পিটারসেন,pitersen
স্টেফি,stephi
গ্রাফের,grapher
ঘোচানোরই,ghochanorai
হাসিটা,hasita
শেষবারের,sheshwarer
শিরোপাটি,shiropati
উড়ল,uddl
হাসলেন,haslen
অ্যামেলি,ameli
মরেসমো,maresmo
প্রথমদিকেও,prathamdikeo
গেমে,games
স্কোর,scor
দাঁড়িয়েছিল,dandiesil
পেশাদারি,peshadari
হেনিনকে,heninke
ভেনাস,venas
উইলিয়ামসের,williamser
বারতোলিকে,bartolik
রয়টার্সবিশ্বের,rantarsvishwer
সাথীররূপকথা,sathiraroopakatha
শিউলি,shiuli
মানিয়েছে,maniech
রূপকথাকেও,rupakathakeo
অসম্ভবকে,asambhavak
ব্যবধানেই,vyavadhanei
অক্ষমতা,akshamata
ফুঁত্কারে,phutkare
অবলীলায়,avalila
অক্ষমতাকে,akshamtake
সাহসিকাকে,sahasikake
বিজ্ঞাপনচিত্রে,vigyapanchitre
অ্যাম্বাসেডর,ambasador
গণমাধ্যমেও,ganamadhyame
প্রতিবন্ধীই,prativandhii
কেড়েছে,kedese
সিনহুয়া,sinhua
আইএনএস,icenes
সাথীকে,sathike
বিশ্ববাসীর,vishwavasir
বিস্ময়কন্যা,vismaikanya
তাহমিদ,tahamid
আজিজুল,azijul
চলাফেরা,chalafera
ইচ্ছাপূরণের,icchapurner
ইতিহাসই,itihashi
হাঁটতেই,hantte
সালটি,salti
এসডব্লিউআইডি,acedbluidi
বউছি,buchi
ব্যাডমিন্টন,badminton
এসডব্লিউআইডিতে,acedbluidite
পীড়নে,pirne
জীবনটা,jibnta
উত্সর্গ,utsarg
স্যালুট,salut
জিমিকে,jimiqu
শারাপোভা,sharapova
সুইডিশ,swedish
হগসটেডের,hagsteder
জিমি,jimmy
কনরসকে,kanarske
এককে,ekke
স্লামজয়ী,slamajai
কনরস,kanaras
আগমুহূর্তে,agmuhurte
জোটবদ্ধ,jotbaddh
রোমাঞ্চিত,romanchit
১৯৭৭,1977
খেলোয়াড়ি,khelwari
ডাবলসে,dabuls
জিমির,jimir
রডিককে,radikk
শারাপোভার,sharapover
গার্ল,garl
থাকছেন,thakchen
হগসটেড,hagsted
দুজনেরই,dujneroi
টানার,tana
স্লামের,slamer
ওপেনে,opene
কনরসের,kanarser
তালেবানি,talebani
ফাওয়াদ,fawad
খেলতেন,khelten
ধর্মান্ধ,dharmandh
চক্ষুশূলে,chakshushule
প্রাণনাশের,prannasher
অ্যাবোটাবাদের,abotabader
স্পিনারের,spinarer
ফাওয়াদই,fawadi
স্বপ্নপূরণের,swapnapurner
স্বপ্নপূরণে,swapnapurne
আকর্ষণে,aakarshane
অসি,asi
স্পিনের,spiner
ক্যারিশমাকে,carishmake
পুনরুদ্ধারে,punruddhar
কুসুমাস্তীর্ণ,kusumasthirn
ক্রিকেটারের,cricketare
মনস্ক,mansk
কল্যাণেই,kalyane
ক্রিকেটকে,cricketke
নির্বাচকদের,nirvachakder
অ্যাবোটাবাদ,abotabad
ভালোবাসাটা,bhalobasata
নিশ্চিতভাবেই,nischitbhavei
তালেবানের,talebaner
চক্ষুশূল,chakshushul
ফাওয়াদও,fawado
যুদ্ধবাজদের,yuddhvajder
সতীর্থের,satirther
সাক্ষী,saakshi
ফাওয়াদের,fawader
প্রলম্বিত,pralambit
হাবিবও,habibo
শেখাত,shekhat
সন্ত্রাসীরা,santrasira
বস্তাবন্দী,bastabandi
পাকিস্তানে,pakistan
হাবিবের,habiber
ভাগ্যই,bhagyai
ওয়ার্নের,warner
উপমহাদেশীয়,upamahadeshiya
প্রতিবাদই,pratibadai
নম্বরটার,nambrtar
নম্বরটা,nambarta
বাধছে,badhche
জার্সিই,jersii
জার্সিটাও,jercitao
ফরোয়ার্ডদের,pharowareader
থিয়াগো,thiago
আলকানতারার,alkantara
দ্রুতই,druti
জার্সির,jersir
সান্তোসে,santose
মুদ্রায়,mudra
বছরটাও,bachrtao
বিক্রীত,bikrit
জায়ান্টদের,jayantder
অনন্তনাগের,anantanager
বিজবেহারা,vijabehara
জীবনধারণই,jivandharani
মানবসৃষ্ট,manavasrist
প্রতিবন্ধকতার,pratibandhaktar
ঝিলম,jhelum
হঠাৎই,hatai
ফোনকল,phonekal
চিরচেনা,chirchena
আবহটাকে,abhatake
দিনটিই,dintii
কর্তার,kartaar
রসুল,rasul
চকিতে,chakite
দিনটির,dinti
নাইডু,naidu
ট্রফিতে,trophite
বেঙ্গালুরুতে,bangalorute
তরুণকে,tarunke
বেঙ্গালুরু,bangalooru
প্রমাণের,pramaner
সতীর্থরা,satirthara
রসুলের,rasuler
আত্মবিশ্বাসেও,atmavishwaseo
ঝঞ্ঝাবিক্ষুব্ধ,jhanjhavikshubdh
জঙ্গিবাদ,jangibad
উগ্রবাদ,ugrabad
বিগ্রহ,vigraha
প্রতিকূলতার,pratikultar
দমে,dam
কাঁটাগুলোকে,kantaguloke
নিষ্ঠা,nishtha
সেসবেরই,sesberoi
তাকানোর,takanor
তাকাচ্ছেন,takachtien
অধ্যায়টা,adhyayata
প্রথমের,prathamer
সৌন্দর্যে,soundare
