bangla word,translitered bangla word
মহিলা,mahila
স্ত্রী,stree
নারী,naari
ভামিনী,bhamini
বনিতা,banita
অঙ্গনা,angana
মানবী,manavi
লক্ষ্মী,lakshmi
রমা,rama
কমলা,kamala
নারয়ণী,narseni
পদ্মহস্তা,padmahasta
শ্রী,shri
বিষ্ণুপ্রিয়া,vishnupriya
পদ্মা,padma
চঞ্চলা,chanchala
ইন্দিরা,indira
অম্বুজাসনা,ambujasana
পদ্মাসনা,padmasana
ভার্গভী,bhargabhi
পদ্মালয়া,padmalaya
সর্বমঙ্গলা,sarvamangala
সিন্ধুসুতা,sindhusuta
ঈশ্বরী,ishwari
পারদ,parad
ইন্দ্র,indra
দেবরাজ,devraj
দৈত্যারি,daityari
ইন্দ্রদেব,indradeb
সুরপতি,surapati
দেবেন্দ্র,devendra
অপ্সরেশ,apsaresh
পুরন্দর,purandar
বজ্রধর,bajradhar
অলকেশ,alakesh
অনন্তদৃষ্টি,anantadrushti
পাকহন্তা,pakhanta
অনেকলোচন,aneklochan
সুরভানু,surabhanu
সুরেন্দ্র,surendra
দানবারি,danbari
শচীন্দ্র,sachindra
সুরনাথ,surnath
সুরনায়ক,suranayak
অমরেশ্বর,amareshwar
বিশ্বভূজ,vishwabhuj
রম্ভাপতি,rambhapati
শবযাত্রা,shabayatra
জানাজা,janaja
অন্তিম_যাত্রা,antim_yatra
লালসা,lalasa
লোভ,lov
লিপ্সা,lipsa
লোলুপতা,lolupata
প্রলোভন,pralobhan
অব্যবস্থার,avyavasthar
আবেদন_কর্তা,avedan_karta
অরাজকতা,arajakta
শাসনহীনতা,shasanhinata
নৈরাজ্য,nairajya
খেপা,khepa
খোরা,khora
ইচ্ছা,iccha
কামনা,kamana
চেষ্টা,cheshta
পিপাসা,pipasha
তৃষ্ণা,trishna
মনোকামনা,mankaamna
মনোবাঞ্ছা,manobancha
মনোবাসনা,manobasana
তৃষা,trisha
ক্ষুধা,kshudha
বাঞ্ছা,bancha
উদ্দেশ্য,uddeshya
অহংকার,ahankar
দর্প,darp
গর্ব,garb
দম্ভ,dombh
অহংমত্যতা,ahanmatyata
বিক্রেতা,bikreta
অভিযোগ,abhiyog
আরোপ,aarope
নালিশ,naalish
সুখকর,sukhkar
অভিরুচি,abhiruchi
প্রবৃত্তি,pravrutti
অভিবাদন,abhivadan
শাপ,shap
অভিশাপ,abhishap
গ্রস্ত,grast
অভ্যাস,avyas
স্বভাব,swabhav
চরিত্র,charitra
রিহার্সাল,rihearsal
মহড়া,mahada
উন্নতি,unnati
উথ্থান,uththan
বিকাশ,vikas
অভ্যুদয়,abhyudai
উন্নয়ন,unnayan
উদয়,udai
স্নেহ_করা,sneh_kara
চারু,charu
ললিত,lalit
রুপবান,rupavan
রুপমান,rupman
লাবণ্যময়,lavanyamay
রাসায়নিক_পদার্থ,rasyanik_paxarth
রাসায়নিক_বস্তু,rasyanik_waste
দুঃখজনক,duhkhajanak
দুঃখপ্রদ,duhkhaprad
সংশোধন,sanshodhan
রুচি,ruchi
মৌখিক_খবর,moukhik_khabar
সাপুড়ে,sapude
গারুড়িক,garudik
জীবক,jeevak
চান,chan
প্রশিক্ষণ,prashikshan
য়ুরেনাস,urenus
ইউরেনাস,urenus
সোনা,sona
কাঞ্চন,kanchan
হৈম,haima
কনক,kanak
হিরণ্ময়,hiranmay
অষ্টাপদ,ashtapada
পূজা,puja
অর্চনা,archana
আরাধনা,aradhana
উপাসনা,upasana
পূজন,poojan
অর্চনা_করা,archana_kara
উপাসনা_করা,upasana_kara
কারণ,kaaran
উত্স,uts
ধন-দৌলত,dhan-daulat
বিত্ত,vitt
বৈভব,baibhav
মক্ষ্মী,makshmi
দাম,daam
মূল্য,muly
স্বার্থ,swarth
গরজ,garaj
অর্ধাঙ্গিনী,ardhangini
কলত্র,kaltra
সহগামিনী,sahagamini
দয়িতা,dayita
জীবনসাথী,jivansathi
জীবনসঙ্গিনী,jivansangini
পত্নী,patni
ভার্যা,varya
বধু,badhu
দারা,dara
ধর্মপত্নী,dharmapatni
দান,daan
দাতব্য,daatavya
বলি,bali
বলিদান,balidan
হালের,haler
বর্তমান_কালের,bartaman_kaler
হাল_আমলের,haal_omler
মানসিক_প্রক্রিয়া,maansik_prakria
অলঙ্কার,alankar
শিক্ষা_উপাধি,shiksha_upadhi
পরোয়া_করা,paroa_kara
বিভাজিত,vibhajit
মিশ্র,mishra
একই_রকমের,ekai_rakamer
সমরূপ,samarup
পৃথকীকরণ,pruthkikaran
পাক্কা,pakka
পুরো,puro
অপর্যাপ্ত,aparapt
আংশিক,aanshik
বিস্তারহীন,bistarhin
অবিস্তৃত,avistrut
শুশ্রূষা,shushrusha
অবনতি,avanati
অধোগমন,adhogman
অধঃপাত,adhampat
পূর্তি,purti
পূরণ,pooran
তরুণ_যুবক,tarun_yuvak
ভোলা-ভালা,bhola-bhaala
অকুটিল,akutil
অবোধ,abodh
সিধে-সাদা,sidhe-saada
আটকে_থাকা,atke_thaka
ছিদ্র,chhidra
রন্ধ্র,randhra
ভৌগোলিক_ক্ষেত্র,bhaugolic_kshetra
ভূভাগ,bhubhag
অস্পষ্টতা,aspashtata
ধোঁয়াশা,dhonyasha
প্রণয়ী,pranayi
উতরাই,utarai
আবাদ,aabad
জন্ম,janma
কাঁসা,kansa
কাঁসা_ধাতু,kansa_dhatu
মিশ্র_ধাতু,mishra_dhatu
পুনর্জন্ম,punarjanma
পুনরাবির্ভাব,punrabirbhav
পুনর্জীবন,punarjiban
সীমা,sima
মর্যাদা,maryaada
ইয়ত্তা,iyatta
কোণা,kona
আড়,aad
পেঁপে,penpe
পাপাইয়া,pappia
পেপে,pape
ঢাকনা,dhakna
পিধান,pidhan
চারদেওয়াল,chardewal
ব্যারিকেড,baricked
নিঃসন্দেহে,nicksandeh
নিঃসংশয়ে,nicksanway
বিনা_সন্দেহে,bina_sandeh
বিনা_সংশয়ে,bina_sanway
মওকা,maoka
সুযোগ,suyog
পাথুরি,pathuri
পরিস্থিতি,paristhite
যুদ্ধজাহাজ,yudajahaz
যুদ্ধপোত,yudhpot
অবাধ্যতা,avadhyata
অবজ্ঞা,avagya
সশুল্ক,sashulk
অমৃত,amrit
সুধা,sudha
অমিয়,amiya
পীযুষ,piyush
মধু,madhu
বিষ,vish
গরল,garal
অবিশ্বাস,avishwas
বিশ্বাসহীনতা,vishwasahinta
নাগরমোথা,nagarmotha
অম্বুদ,ambud
তড়িত্বান,taditwan
তয়োধর,tayodhar
বিষধ্বংসী,vishdhvansi
কলায়িনী,kalayini
শিশিরা,shishira
জালি,jali
অশ্রু,ashru
নয়নবারি,nayanbari
চোখের_জল,chokher_jal
কামুকতাপূর্ণ,kamukthapurna
নগ্ন,nagn
বস্ত্রহীন,bastrahin
বিবস্ত্র,vivestra
বিবসন,bibson
বসনহীন,basanhin
আইনজ্ঞ,injh
আইন_বিশেষজ্ঞ,ine_viseshx
লজ্জাজনক,lajjajanak
লজ্জাকর,lajjakar
ঘোড়া,ghora
অশ্ব,ashva
তুরঙ্গ,turang
তুরঙ্গম,turangam
তুরগ,turag
হয়,has
ঘোটক,ghotak
গোবর,gobar
গোময়,gomay
অসাধ্য,asadhay
অসফল,asaphal
নিষ্ফল,nishphal
পরাস্ত,paravast
বিজিত,bijit
বিজ্ঞানী,vigyani
হতাশ,hatash
নিরাশ,nirash
অভিজাত,abhijat
উচ্চবংশীয়,uchchavanshin
বাস্তবিক,vastavik
অকাল্পনিক,akalpanik
বাধ্য,baadhya
চিকিত্সাতীত,chikitsathit
গ্রাহক,grahak
ক্রেতা,kreta
মাতঙ্গ,matange
পীল,pil
বৃহদঙ্গ,vruhadang
দ্বিপ,dwip
হাতি,hati
গজ,gaj
হস্তি,hasti
করি,kari
দ্রুমারু,drumaru
দৃষ্টি,drushti
চোখের_তারা,chokher_tara
অক্ষিতারা,akshitara
নেত্রগোলক,netragolok
নিশানা,nishana
দৃষ্টিকোণ,drushticon
দৃষ্টিভঙ্গী,drushtibhangi
পরিপ্রেক্ষিত,pariprekshit
বিচারবুদ্ধি,bicharbuddhi
বিচলিত_অবস্থা,bichalit_avastha
আয়না,yena
দর্পণ,darpan
আরশি,arshi
মুকুর,mukur
আকলন,aklan
শারীরিক_পদার্থ,sharirik_paxarth
অক্ষম,aksham
ক্ষমতাহীন,kshamtahin
সক্ষম,sakasham
ক্ষমতাবান,kshamtavan
অসুবিধা,asuvidha
খতম,khatam
অস্তিত্ব,astitva
উপস্থিতি,upsthite
বিদ্যমানতা,vidyamanta
ইজ্জত,ijjat
মান-সম্মান,maan-sammaan
নাম-ডাক,naam-dak
হাসপাতাল,hospatal
চিকিত্সালয়,chikitsalayas
অহং,ahan
অস্মিতা,asmita
জানালা,janala
বাতায়ন,vatayan
অপকার,apakar
দুঃখ_সহ্য_করা,duhkh_sahya_kara
শয্যা,shayya
যাত্রা,yatra
সফর,safar
ভ্রমণ,bhraman
ঝরা,jhara
যক্ষ্মা,yakshma
ক্ষয়_রোগ,kshaya_rog
যক্ষ্মা_রোগ,yakshma_rog
টি.বি.,ti.bi.
কার্য_করা,carya_kara
আক্রমক,akramak
শিকার,shikar
মৃগয়া,mrugaya
মনোব্যথা,manovyatha
মনস্তাপ,manstap
আয়,a
আমদানী,aamdani
ধনাগম,dhanagam
অর্থাগম,arthagam
ইনকাম,inkaam
প্রবেশ,pravesh
শাব্দিক,shavdik
ডাণ্ডা,danda
ওস্তাদ,ostad
মঠাধিকারী,mathadhikari
মঠাধ্যক্ষ,mathadhyaksha
মোহান্ত,mohanta
দস্তাবেজ,dastavej
দলিল,dalel
দাস্য,dasya
সামাজিক_সম্পর্ক,samajik_sampark
যুক্তিসঙ্গত,yuktisangat
প্রবেশিকা,praveshika
কার্পণ্য,karpanya
কঞ্জুসি,kanjusi
কৃপণতা,krupanta
পতি,pati
বর,bar
নাথ,nath
কান্ত,kanta
প্রাণনাথ,prannath
মানবকৃতি,manavakruti
মানব_নির্মিত_বস্তু,maanav_nirmit_waste
লেখনশৈলী,lekhanshili
সংলগ্ন,sanlgn
অদ্য,adya
উন্মুক্ত,unmukta
হুকুম,hukum
ঠাট,that
যুদ্ধনাদ,yudhnad
যুদ্ধভেরী,yuddhveri
ব্যাপকতা,vapkta
আতঙ্ক,atank
ভীতি,bhiti
সন্ত্রাস,santras
ত্রাস,traas
সন্ত্রস্ত,santrast
আতঙ্কিত,atankit
ভীত,bhit
উত্পীড়িত,utpirit
পীড়িত,pidit
নিপীড়িত,nipidit
দুঃখী,duhkhi
ব্যথিত,vyathith
পুত্র,putra
ছেলে,cele
নন্দন,nandan
তনয়,tanaya
তনুজ,tanuj
চিরঞ্জীব,chiranjiv
কিশোর,kishor
আত্মভূ,atmabhu
নির্ণয়_নেওয়া,nirna_newa
ভেবে_নেওয়া,veve_newa
মিটিয়ে_ফেলা,mitie_phela
হঠানো,hathano
দুঃখময়,duhkhmay
বিষাদময়,vishadamaya
বিষণ্ণ,vishann
কষ্টপূর্ণ,kashtapurna
ভাঁড়ার,bhanda
ভাণ্ডার,bhandar
মানবকৃত,manavakrut
মানবরচিত,manavarachit
জিন,gin
পিশাচ,pishach
প্রেত,pret
ভূত-প্রেত,bhoot-pret
ব্যক্তিত্ব,vyaktitva
সার_বস্তু,saar_waste
সার_তত্ত্ব,saar_tattva
আকার,aakaar
স্বরূপ,swarup
প্রতিভাস,pratibhas
প্রবীণতা,pravinta
কুশলতা,kushalata
দক্ষতা,dakshata
নৈপুণ্য,naipunya
পটুতা,patuta
বিচক্ষণতা,vichakshanta
মানব,maanav
মনুষ্য,manushya
মনুজ,manuj
কর্মচারী,karmchari
সহনীয়,sahanian
শ্রদ্ধা,shraddha
আস্থা,aashtha
নিষ্ঠা,nishtha
অনুকরণীয়,anukarnian
আদর্শ,aadarsha
উদাহরণ,udaharan
নমুনা,namuna
প্রতিরূপ,pratirup
ডিজাইন,dizin
রূপরেখা,ruprekha
মানদণ্ড,mandand
গুণবত্তা_স্তর,gunabatta_star
ন্যায়াদেশ,nayadesh
নির্দেশ,nirdesh
অনুদেশ,anudesh
উপদেশ,upadesh
সম্প্রদায়,samprada
সুবিধাজনক,suvidhajanak
সুবিধাপূর্ণ,suvidhapurna
যুক্তি,yukti
তর্ক,tark
ভিত্তি,vitti
থানা,thana
পুলিশথানা,pulicethana
অভিযোজন,abhiyojan
পদোন্নতি,padonnati
আধ্যাত্মিক,aadhyatmik
ধার্মিক,dharmik
ধর্মনিষ্ঠ,dharmanishth
ধর্মপরায়ণ,dharmaparain
আমোদ,aamod
আমোদ-প্রমোদ,aamod-pramod
মনোরঞ্জন,manoranjan
আমোদ_প্রমোদ,aamod_pramod
বিনোদন,binodan
বিলাস,bilas
রঙ্গরস,rangras
আলোচনাসভা,alochanasbha
রস,ras
স্বাদ,swad
রসাস্বাদন,rasaswadan
গৌরব,gaurav
গরিমা,garima
মহিমা,mahima
মাহাত্ম্য,mahatmaya
দৃঢ়_প্রতিজ্ঞা,drurh_pratigya
ভীষ্মের_প্রতিজ্ঞা,bhishmer_pratigya
অটল_সংকল্প,atal_sankalp
প্রভা,prabha
জ্যোতি,jyoti
তেজ,tej
মধ্যম_পুরুষ,madhyam_purush
আম,aam
রসাল.আম্র,rasal.amra
আম_গাছ,aam_galle
পিকপ্রিয়,pickpriya
পিকবন্ধু,pickbandhu
মাকন্দ.অলিপ্রিয়,makand.alipriaya
বসন্তদ্রুম,basantadrum
কামসখা,kamskha
প্রখ্যাত,prakhyat
নামী,nami
খ্যাত,khyath
খ্যাতি_প্রাপ্ত,khyati_prapth
নামী-দামি,nami-dami
নামকরা,namakara
চেনা-জানা,chena-jana
সাধারণ,sadharan
কাজচালানোর_মতো,kaajachalanur_mato
মামুলি,mamuli
বিশেষত্বহীন,viseshtvahin
সার্বিক,sarvik
পেট,pet
উদর,udar
নিরাসক্ত,nirasakt
বৈরাগী,bairagi
বিবাগী,vivagi
কামনারহিত,kamanarhit
বাসন,basan
ভাঁড়,bhand
জীবিত_থাকা,jivitha_thaka
জীবন_যাপন_করা,jivan_yapan_kara
জীবন_অতিবাহিত_করা,jivan_atibahit_kara
সুখী,sukhi
সুখময়,sukhmay
সুখপূর্ণ,sukhpurna
অভিযুক্ত,abhiyukt
জীবাশ্ম,jivashm
স্বার্থপূর্ণতা,swarthpurnata
নিঃস্বার্থতা,nickswarthta
স্বার্থহীনতা,swarthhinata
ভারতী,bharti
বাগেশ্বরী,bageshwari
বাগ্দেবী,vaagdevi
বীণাবাদিনি,binavadini
হংসবাহিনী,hansvahini
শারদা,sharada
কাদম্বরী,kadambari
জ্ঞানদা,gyanada
মহাশ্বেতা,mahashweta
ব্রহ্মাণী,brahmani
বিমলা,bimala
শুক্লা,shukla
শ্বেতপদ্মাসনা,shwetapadmasana
শ্বেতা,shweta
জরিমানা,jarimana
অর্থদণ্ড,arthdand
ফাইন,fine
জুন,june
যষ্ঠিমধু,yashtimadhu
মধুযষ্টিকা,madhuyashtika
মধুলী,madhuli
মধুরা,madhura
ঘুড়ী,ghudi
অশ্বিনী,ashvini
ঘোটকি,ghotki
তুরঙ্গী,turangi
তুরগী,turgi
হয়ী,hazi
প্রসুতা,prasuta
বামী,bami
রাগ,raaga
বৈধতা,baidhata
রীঠা,ritha
অরিষ্ট,arisht
ফলিন,falin
সমকক্ষ,samakaksh
সমতুল্য,samatulya
এক_সমান,ek_saman
শারীরিক_ক্রিয়া,sharirik_cria
আলস্য,alsya
অলসতা,alsata
আলসেমি,alsemi
চিকিত্স্য,chikitsya
নিবার্য,niwarya
শুঁড়,shund
শুণ্ড,shund
শুণ্ডিকা,shundika
গজনাসা,gajnasa
অর্থশাস্ত্র,arthshastra
অর্থ_শাস্ত্র,arth_shastra
অর্থনীতি,arthaniti
সামাজিক_বিজ্ঞান,samajik_vigyan
সমাজ_শাস্ত্র,samaj_shastra
সমাজ_বিজ্ঞান,samaj_vigyan
কুটির,kuti
বাগীচা,vageecha
বাটিকা,vatika
বাগান,bagan
উপবন,upavan
তপোবন,tapovan
রেহাই,rehai
মুক্তি,mukti
বিশ্রাম,vishram
সুখ,sukh
ভ্রম,bhram
বিভ্রম,vibhram
ভ্রান্তি,bhranti
ভ্রান্ত_ধারণা,bhrant_dharna
মিথ্যা_জ্ঞান,mith_gyan
সামাজিক,samajik
অর্থশাস্ত্রের,arthshasthrer
অর্থশাস্ত্রীয়,arthshastriya
আর্থিক,arthik
বিত্তসম্পর্কিত,vittasamparkit
টাকা-পয়সার,taka-paisar
সম্মানীয়,sammanian
শ্বশুর,shvashur
যুথিকা,yuthika
পুষ্পগন্ধা,pushpagandha
ভাঁড়ার_ঘর,bhanda_ghar
গুদাম,gudaam
অস্ত্র-শস্ত্র,astra-shastra
অস্ত্র_শস্ত্র,astra_shastra
রোগীর_ঘর,rogir_ghar
রোগীর_কক্ষ,rogir_kaksha
শল্য-চিকিত্সা_কক্ষ,shalya-chikitsa_kaksha
অপারেশন_থিয়েটার,apareashan_theatre
জাতি,jaati
অনুলাপ,anulap
পুনরুক্তি,punrukti
কথোপকথন,kathopakathan
সংলাপ,sanglap
কথাবার্তা,kathavarta
বার্তালাপ,vartalap
সম্ভাষণ,sambhashan
আলিঙ্গন,alingan
সমীক্ষক,samikshak
ঔপন্যাসিক,aupanyasik
উপন্যাস_লেখক,upanyas_lekhak
লাফ_দেওয়া,leap_dewa
উপন্যাস,upanyas
সেদ্ধ,seddha
ষাণ্মাসিক,shanmasik
অর্ধবার্ষিকী,ardhvarshiki
অতেশয়োক্তি_অলঙ্কার,ateshayokti_alankar
অতেশয়োক্তি,ateshayokti
উপমা_অলঙ্কার,upama_alankar
উপমা,upama
অনুপ্রাস_অলঙ্কার,anupras_alankar
অনুপ্রাস,anupras
অর্থপূর্ণ,arthpurna
উত্পত্তি,utpatti
উদ্ভব,udbhav
অভ্যুত্থান,abhyutthan
ভব,bhava
নিবেদন,nivedan
আপীল,aapil
আবেদন_পত্র,avedan_patr
আবেদন-পত্র,avedan-patr
বিশ্রামগৃহ,vishramgrih
বিশ্রামস্থল,vishramsthal
বিশ্রামাগার,vishramagar
দিশা,disha
প্রতিক্ষা,pratiksha
প্রেমাসক্ত,premaskt
অনুরাগী,anuragi
স্বাবলম্বন,swabalmvan
পরাশ্রয়ী,parashrai
পরাশ্রিত,parashrit
ধার্মিক_স্থল,dharmik_sthal
ধর্মস্থল,dharmasthal
ধার্মিক_স্থান,dharmik_sthan
ধর্ম_স্থান,dharma_sthan
ছত্রছায়া,chhatrachaya
সহায়তা,sahayata
সাহায্য,sahayya
সহযোগিতা,sahayogita
হাওয়া,howa
বায়ু,bayu
পবন,pavan
মরুত্,marut
সমীর,sameer
ধূলিধ্বজ,dhulidhvaj
অনিল,anil
অজির,aji
বিস্ফোরণ,bisphoran
প্রশংসা,prashansa
অভিনন্দন,abhinandan
প্রশস্তি,praiste
তারিফ,tarif
স্তুতি,stuti
প্রধানাচার্যা,pradhanacharya
প্রধান_আচার্যা,pradhan_acharya
শিষ্য,shishya
চেলা,chela
প্রতিকূল,pratikul
দেহাত্মবাদ,dehatmabad
ভৌতবাদ,bhautbad
চিকিত্সক,chickitsak
ডাক্তার,doctor
ভবিষ্যতে,bhavishyate
আগামী_দিনে,agami_dine
ভবিষ্যত_কালে,bhavishyat_cale
আগেকার,agekar
প্রভাব,prabhava
সন্ততি,sntati
ছেলে-মেয়ে,cele-may
তনুজা,tanuja
আত্মজা,atmaja
দুহিতা,duhita
তনয়া,tanya
অন্তর্জ্ঞান,antargyan
আত্মজ্ঞান,atmagyan
অন্তর্বোধ,antarbodh
অন্তরানুভূতি,antaranubhutha
আত্মানুভূতি,aatmanubhutha
পূর্বাভাস,purvabhas
নোটিশ,notish
তুষারাবৃত,tusharavrut
বরফাবৃত,baraphavrut
বরফযুক্ত,varamyukt
সংস্কৃত_ভাষা,sanskrit_bhaasha
দেবভাষা,devbhasha
বংশগতি,vanshagati
বংশানুক্রমিতা,vanshanukramita
আধুনিকতা,aadhunikta
সঙ্কট,sankat
বিপদ,bipad
মুশকিল,mushakil
বেপরোয়া,baparoya
বিন্দাস,bindas
কৃতঘ্নতা,krityanta
অকৃতজ্ঞতা,akritjita
কুখ্যাত,kukhyath
কুপ্রসিদ্ধ,kuprasiddh
গৌরবময়,gaurvmaya
গৌরবযুক্ত,gaurvyukt
গৌরবান্বিত,gauravanvit
গৌরবশালী,gauravshali
অসামান্য,asamanya
অসাধারণ,asadharan
স্পেশাল,special
পারিশ্রমিক,parishramik
জীবন_কাল,jivan_kaal
ইহকাল,ihakal
দীর্ঘায়ু,dirghau
আয়ুষ্মান,ayushman
শাশুড়ি,shashuri
স্নানঘর,snanaghar
স্নানাগার,snanagar
গোসলখানা,gosalkhana
স্নানগৃহ,snanagrih
রান্নাঘর,rannagha
পাকশালা,pakshala
ভোজনালয়,bhojnala
জীরা,jeera
অপ্রয়োজনীয়,aprayojanian
নিষ্প্রয়োজনীয়,nishprayojanian
মহত্বহীন,mahatvahin
গুরুত্বহীন,gurutvahin
চাহিদা,chahida
প্রেমিকা,premika
প্রেয়সী,preyasi
প্রিয়তমা,priyatma
প্রিয়া,priya
সজনী,sajani
পায়ের_শব্দ,payer_shabd
পায়ের_আওয়াজ,payer_awaj
মঠ,math
আশ্রম,ashram
আশ্বিন,ashvin
আষাঢ়,asarh
আষাঢ়মাস,asarhmas
সহজতা,sahajata
সরলতা,saralata
আসাম,assam
আয়োজক,yojak
আয়োজনকারী,aiojanakari
আহ্বায়ক,aahvayak
সংরক্ষিত,sanrakshit
রক্ষিত,rakshit
সুরক্ষিত,surakshit
সুস্বাদু,suswadu
রোচক,rochak
স্বাস্থ্যকর,swasthyakar
স্বাস্থ্যপ্রদ,swasthyaprad
স্বভাবগত,swabhavagat
স্বভাবজাত,swabhavajat
কুরূপ,kurup
অসুন্দর,asundar
চিরহরিত্_বৃক্ষ,chiraharit_vruksh
অবিবাহিতা,avivahita
অবিবাহিত_মহিলা,avivahit_mahila
কুমারী_মহিলা,kumari_mahila
অদত্তা,adatta
স্ফুর্তিদায়ক,sphurtidayak
সান্ত্বনা_দেওয়া,santvana_dewa
ইন্দ্রিয়,indriya
গো,go
শিশ্ন,shishn
পুরুষ_জননেন্দ্রিয়,purush_jananendriya
পুরুষেন্দ্রিয়,purushendriya
কামায়ুধ,kamayudh
রতিসাধন,ratisadhan
ন্যায়,na
নিঃসঙ্কোচে,nicksankoche
সঙ্কোচহীন_ভাবে,sankochhin_bhave
ইতিহাস,itihas
ইতিবৃত্ত,itivrutt
রীতি,riti
পরম্পরা,parampra
নিয়ম-কানুন,niyam-kanun
রীতি-নীতি,riti-niti
ওষুধ,oshudh
ঔষধ,aushadh
ব্যঙ্গোক্তি,vyangokti
কটাক্ষ,kataksh
প্রবাদ,prabad
প্রবাদ-প্রবচন,prabad-prabachan
সুক্তি,sukthi
সুক্ত_বাক্য,sukta_bakya
বমন_করা,baman_kara
অঙ্কুর_নির্গত_হওয়া,ankur_nirgat_haoya
অঙ্কুরিত_হওয়া,ankurit_haoya
পিকদানী,pikdani
উগ্রবাদী,ugravadi
রাগী,ragi
ক্রোধী,krodhi
বিকট,bikat
ভীষণ,bhishan
ঘোর,ghor
নিদারুণ,nidarun
স্বীকার্য্য,swikaryya
গ্রাহ্য,grahya
গ্রহণীয়,grahanian
উচ্চ_পদাধিকারী,uchch_padadhikari
অভিব্যক্ত,abhivyakt
প্রকাশ,prakash
উচ্চারণ_করা,uchcharan_kara
জোরে_জোরে_পড়া,jore_jore_pada
পাঠ_করা,path_kara
উচ্চারণ_করে_পড়া,uchcharan_kare_pada
দিকনির্দেশক_যন্ত্র,diknirdeshak_yantra
দিগদর্শক,digadarshak
কম্পাস,compass
দিকনির্ণয়কারী_যন্ত্র,diknirnyakari_yantra
গঙ্গা,ganga
ভাগীরথী,bhagirathi
জাহ্নবী,jahnavi
ত্রিমার্গগা,trimargga
ত্রিমার্গা,trimarga
সুরনদী,suranadi
ভদ্রসোমা,bhadrasoma
স্বর্ণধুনী,swarnadhuni
স্বর্বাপী,swarvapi
মহাভদ্রা,mahabhadra
পুষ্যগর্ভা,pushyagarbha
পুরন্দরা,purandara
বৃষারণী,vrusharani
বৃষাশ্রিতা,vrushashrita
ধর্মদ্রবী,dharmadravi
বৈষ্ণবী,vaishnavi
অদ্রি-তনয়া,adri-tanya
মালিনী,malini
মহাবিল,mahabil
ধাত্রী,dhatri
উগ্রশেখরা,ugrashekhra
মৈত্রীপূর্ণ,maitripurna
বন্ধুত্বপূর্ণ,bandhutvapurna
অবিবাহিত_পুরুষ,avivahit_purush
কৃষক,krishak
চাষী,chashi
অবনতি_হওয়া,avanati_haoya
অধঃপতিত_হওয়া,adhampatit_haoya
যাত্রী,yatri
পথিক,pathik
বেশী_ভালো,veshi_bhalo
শ্রেয়স্কর,shreyaskar
অধিকতর_ভালো,adhiktar_bhalo
উত্তর_দিক,uttar_dik
প্রতিক্রিয়া,pratikria
ক্ষতিপূরণ,kshatipuran
প্রতিদান,pratidan
প্রত্যাঘাত,pratyaghat
প্রতিশোধ,pratishodh
বদলা,badala
আস্তানা,astana
উপদ্রব,upadrav
বাওয়াল,bawal
উপাদান,upadan
উত্পাদন,utpadan
উত্সাহ,utsah
উদ্যম,uddyam
ফুর্তি,phurti
স্ফুর্তি,sphurti
স্বতস্ফুর্ততা,swatasphurtata
লালায়িত,lalawit
তুফান,tufan
ঝড়_তুফান,jhar_tufan
শোধিত,shodhit
পরিশুদ্ধ,parishuddh
উদারমনস্ক,udarmansk
উদারচেতা,udarcheta
সহিষ্ণু,sahishnu
সহনশীল,sahanshil
স্বার্থহীন,swarthhin
নিঃস্বার্থ,nickswarth
আশাহীন,aashahin
শিক্ষা,shiksha
ভাষণ,bhashan
টীকা_টিপ্পনী,tika_tippani
উদ্ধার,udhdhaar
নিস্তার,nistar
নবীকরণ,nabikaran
মেরামত,meramat
মেরামতি,meramati
নির্বাণ,nirvana
মহানির্বাণ,mahanirvana
প্রৌড়,praud
মাঝবয়সি,majhysi
উদ্যোগ,udyog
প্রয়াস,prayas
কারখানা,karkhana
ফ্যাক্টারী,factari
মিল,mile
উত্তেজনা,uttejna
উদ্বেগ,udveg
পেনাল_কোড,penal_code
পিনাল_কোড,pinal_code
ঋণ,run
উন্মাদ,unmad
উন্মাদ_রোগ,unmad_rog
চিত্ত_বিভ্রম,chitt_vibhram
পাগলামো,paglama
ফসল,fasal
ফলন,falan
হুল্লোড়,hullod
হই_হুল্লোড়,hai_hullod
উপনিবেশ,upanivesh
কলোনী,kaloni
উপভোগ,upavog
ভোগ,bhog
কুলকুচি,kulkuchi
গণ্ডূষ,gandush
উপর্যুক্ত,uparyukt
উপরিকথিত,uparikathith
পূর্বোক্ত,poorvokt
উপরোক্ত,uparokt
সারাংশ,saransh
ভাবার্থ,bhavarth
সারসংক্ষেপ,sarasnkshap
উপস্হিতি,upshiti
হাজিরা,hazira
বিবাহিত_পুরুষ,vivahit_purush
হাসি_মজা,hasi_maja
হাস্য_পরিহাস,hasya_parihas
হাস্য,hasya
ব্যঙ্গ,vyang
লক্ষণ,lakshan
অপমানিত,apamanit
অন্নাভাব,annabhav
খাদ্যাভাব,khadabhav
বাসনা,basana
কুচ,cooch
সমস্যা,samasya
প্রশ্ন,prashn
সংকোচ,sankoch
জড়িয়ে_পড়া,jarie_pada
জ্যামিতি,geometri
প্রতিবাদ,pratibad
খণ্ডন,khandon
উষা,usha
উষাকাল,ushakal
ভোর,bhor
বাঁ_দিক,baan_dik
বেশী_দামী,veshi_dami
মহার্ঘ্য,maharghy
উচ্চতা,uchchata
শীর্ষ,sheersh
নাবাচক,navachak
দেনাদার,denadar
ঋষি,rushi
মুনি,muni
একতা,ekata
ঐক্য,aikya
